# {"t_start": 1618171217.4182322, "env_id": "PandaPickAndPlace-v0"} 
r,l,t
-50.0,50,424.105811
-50.0,50,430.066417
-50.0,50,436.460747
-50.0,50,442.647034
-50.0,50,448.392146
-50.0,50,454.200181
-50.0,50,458.124542
0.0,50,461.840704
-50.0,50,465.620602
-50.0,50,469.926852
-50.0,50,470.209932
-50.0,50,470.514832
-50.0,50,470.862867
-50.0,50,471.248055
-50.0,50,471.62196
-50.0,50,471.982206
-50.0,50,472.315602
-50.0,50,472.654603
-50.0,50,473.014241
-50.0,50,473.346897
-50.0,50,477.100626
-50.0,50,481.072699
-50.0,50,485.402706
-50.0,50,489.43865
-50.0,50,493.422847
-50.0,50,497.558452
-50.0,50,501.990422
-50.0,50,506.095113
-50.0,50,510.072647
-50.0,50,513.881328
-50.0,50,518.110476
-50.0,50,522.398165
-35.0,50,526.423626
-50.0,50,530.391241
-50.0,50,534.269267
-50.0,50,538.599214
0.0,50,542.673598
-50.0,50,546.771834
-50.0,50,550.608488
-50.0,50,554.397161
-50.0,50,558.394687
-50.0,50,562.551322
-50.0,50,566.507687
-50.0,50,570.625884
-50.0,50,574.946223
-50.0,50,579.035903
-50.0,50,583.066988
-50.0,50,587.457838
-50.0,50,591.479195
-50.0,50,595.585319
-50.0,50,599.579736
-50.0,50,603.527723
-50.0,50,607.595568
-50.0,50,611.400935
-50.0,50,615.452821
-50.0,50,619.124626
-50.0,50,623.223177
-50.0,50,627.458015
-50.0,50,631.66998
-50.0,50,635.423147
-50.0,50,639.431838
-50.0,50,643.564623
-50.0,50,647.632819
0.0,50,651.495041
-50.0,50,655.448639
-50.0,50,659.877133
-50.0,50,664.048115
-50.0,50,667.836443
-50.0,50,671.721735
-50.0,50,675.660364
-50.0,50,675.991715
-50.0,50,676.374204
-50.0,50,676.74036
-50.0,50,677.107363
-50.0,50,677.444659
-50.0,50,677.801467
0.0,50,678.190194
-50.0,50,678.550226
-50.0,50,678.884466
-50.0,50,679.314308
-50.0,50,682.957015
-50.0,50,686.742517
-50.0,50,690.797548
-50.0,50,694.829418
-50.0,50,698.729754
-50.0,50,702.685806
-50.0,50,706.479646
0.0,50,710.455926
-50.0,50,714.702341
-50.0,50,718.844666
-50.0,50,722.829603
-50.0,50,726.931661
-50.0,50,731.193383
-50.0,50,735.335581
-50.0,50,739.51087
-50.0,50,743.729805
-50.0,50,748.054682
-50.0,50,752.485106
-50.0,50,757.136746
-50.0,50,761.347944
-50.0,50,765.330106
-50.0,50,769.536752
-50.0,50,774.005739
-50.0,50,778.698531
-50.0,50,783.432505
-50.0,50,787.619401
-50.0,50,791.252227
-50.0,50,795.234672
-50.0,50,799.294269
-50.0,50,803.528943
-50.0,50,807.52364
-50.0,50,812.019306
-50.0,50,816.101286
-50.0,50,820.189088
-50.0,50,824.173761
-50.0,50,828.350914
-50.0,50,831.965363
-50.0,50,835.794023
0.0,50,840.074249
-50.0,50,843.756091
-50.0,50,847.683906
-50.0,50,851.728586
-50.0,50,855.445942
-50.0,50,859.195641
-50.0,50,862.853903
-50.0,50,866.675838
-50.0,50,870.765083
-50.0,50,874.831969
-50.0,50,878.564193
-50.0,50,882.568262
-50.0,50,882.948051
-50.0,50,883.277907
-50.0,50,883.659697
-50.0,50,884.007497
-50.0,50,884.393594
-50.0,50,884.725209
-50.0,50,885.271602
-50.0,50,885.637845
-50.0,50,885.979414
-50.0,50,886.383228
-50.0,50,890.442535
-50.0,50,894.414457
-50.0,50,898.556531
-50.0,50,902.605614
-50.0,50,906.578756
-50.0,50,910.766041
-50.0,50,914.837555
-50.0,50,918.521952
-50.0,50,922.568768
-50.0,50,926.35522
-50.0,50,930.42839
-50.0,50,934.493762
-50.0,50,938.703202
-50.0,50,942.988895
-50.0,50,947.056381
-50.0,50,951.085365
-50.0,50,955.291946
-50.0,50,959.282527
-50.0,50,963.219911
-50.0,50,967.272605
-50.0,50,971.30881
-50.0,50,975.018969
-50.0,50,979.09725
-50.0,50,983.966446
-50.0,50,988.318213
-50.0,50,992.733918
-50.0,50,996.920006
-50.0,50,1001.277386
-50.0,50,1006.486752
-50.0,50,1013.903499
-50.0,50,1023.020701
-50.0,50,1030.468168
-50.0,50,1036.286975
-50.0,50,1041.620857
-50.0,50,1047.242676
-50.0,50,1053.176923
-50.0,50,1059.178014
-50.0,50,1064.740768
-50.0,50,1070.720797
-50.0,50,1076.204422
-50.0,50,1082.213557
-50.0,50,1087.83577
-50.0,50,1093.289628
-50.0,50,1098.477634
-50.0,50,1103.472622
-50.0,50,1108.916296
-50.0,50,1114.239964
-50.0,50,1119.993302
-50.0,50,1125.225751
-50.0,50,1130.521844
-50.0,50,1130.947953
-50.0,50,1131.356867
-50.0,50,1131.773789
-50.0,50,1132.185157
-50.0,50,1132.604613
-50.0,50,1133.01926
-50.0,50,1133.404504
-50.0,50,1133.850439
-50.0,50,1134.290446
-50.0,50,1135.497088
-50.0,50,1141.034515
-50.0,50,1146.513917
-50.0,50,1151.887069
-50.0,50,1156.901388
-50.0,50,1162.160154
-50.0,50,1167.308254
-50.0,50,1172.624255
-15.0,50,1178.056615
-50.0,50,1183.279782
-50.0,50,1188.287973
-50.0,50,1193.62283
-50.0,50,1199.061432
-50.0,50,1204.38646
-50.0,50,1209.827792
-50.0,50,1215.143577
-50.0,50,1220.556538
-50.0,50,1225.510064
-50.0,50,1230.826058
-50.0,50,1236.271446
-50.0,50,1241.941874
-50.0,50,1248.197655
-50.0,50,1253.620715
-50.0,50,1258.787754
-50.0,50,1264.153709
0.0,50,1269.643366
-50.0,50,1274.971541
-50.0,50,1280.528909
-50.0,50,1285.675051
-50.0,50,1290.640163
-50.0,50,1295.968434
-50.0,50,1301.587183
-50.0,50,1307.062416
-50.0,50,1312.520712
-50.0,50,1317.953565
-50.0,50,1323.476002
-50.0,50,1328.768235
-50.0,50,1333.970584
-50.0,50,1339.538143
-50.0,50,1345.013617
-50.0,50,1350.60319
-50.0,50,1357.208144
-50.0,50,1362.975791
-50.0,50,1368.625845
-50.0,50,1374.191918
-50.0,50,1379.697395
-50.0,50,1385.294821
-50.0,50,1390.895457
-50.0,50,1396.495627
-50.0,50,1401.897836
-50.0,50,1407.401115
-50.0,50,1407.882833
-50.0,50,1408.350422
-50.0,50,1408.792379
-50.0,50,1409.261183
-50.0,50,1409.731275
-50.0,50,1410.195115
-50.0,50,1410.62068
-50.0,50,1411.082161
-50.0,50,1411.538516
-50.0,50,1412.814615
-50.0,50,1418.275882
-50.0,50,1423.761942
-50.0,50,1429.277326
-50.0,50,1434.684502
-50.0,50,1440.107699
-50.0,50,1445.496983
-50.0,50,1450.525679
-50.0,50,1456.202213
-50.0,50,1461.129009
-50.0,50,1466.508987
-50.0,50,1471.785941
-50.0,50,1477.369905
-50.0,50,1482.672416
-50.0,50,1487.944485
0.0,50,1493.285708
-50.0,50,1498.65382
0.0,50,1504.116542
-50.0,50,1509.595498
-50.0,50,1515.104797
-50.0,50,1520.492953
-50.0,50,1525.700954
-29.0,50,1531.05799
-50.0,50,1536.667324
-45.0,50,1542.266721
-50.0,50,1547.979054
-46.0,50,1553.300276
-50.0,50,1558.729628
-50.0,50,1563.725676
-50.0,50,1569.117171
-50.0,50,1574.520239
-50.0,50,1580.228153
-50.0,50,1585.654787
0.0,50,1591.064527
-50.0,50,1596.581387
-50.0,50,1601.883518
-50.0,50,1607.288986
-50.0,50,1612.555223
-50.0,50,1618.045371
-50.0,50,1623.793601
-50.0,50,1629.118643
-50.0,50,1634.218195
-50.0,50,1639.698797
-50.0,50,1645.205044
-50.0,50,1650.318995
-50.0,50,1656.037885
-50.0,50,1661.507455
-50.0,50,1666.925113
-50.0,50,1672.965137
-50.0,50,1679.65336
-50.0,50,1685.581716
-50.0,50,1686.076598
-50.0,50,1686.802314
-50.0,50,1687.295037
-50.0,50,1687.751481
-50.0,50,1688.17553
-50.0,50,1688.678114
-50.0,50,1689.136689
-50.0,50,1689.699753
-50.0,50,1690.130725
-50.0,50,1690.661356
-50.0,50,1695.809429
-50.0,50,1700.669121
-50.0,50,1705.955284
-50.0,50,1710.890332
-50.0,50,1715.992719
-50.0,50,1722.10534
-50.0,50,1728.251986
-50.0,50,1734.001142
-50.0,50,1740.131104
-50.0,50,1745.542787
-50.0,50,1751.281494
-50.0,50,1756.808793
-50.0,50,1762.807633
-50.0,50,1768.453584
-50.0,50,1773.988497
-50.0,50,1779.287853
-50.0,50,1784.863974
-50.0,50,1790.199869
-50.0,50,1795.734918
-50.0,50,1801.131987
-50.0,50,1806.524557
-50.0,50,1811.859823
-50.0,50,1817.510328
-50.0,50,1823.040367
-50.0,50,1828.440365
-50.0,50,1833.503329
-50.0,50,1838.523093
-50.0,50,1843.816649
-50.0,50,1849.026676
-7.0,50,1854.646549
-50.0,50,1859.947231
-50.0,50,1865.222073
-50.0,50,1870.747474
-50.0,50,1876.002517
-50.0,50,1881.560149
-50.0,50,1886.768209
-50.0,50,1891.971487
-50.0,50,1897.326546
-50.0,50,1902.554989
-50.0,50,1907.992539
-50.0,50,1913.605322
-50.0,50,1919.231017
-50.0,50,1924.344533
-50.0,50,1929.605764
-50.0,50,1935.052773
-50.0,50,1940.575317
-50.0,50,1946.590913
-50.0,50,1951.830972
-50.0,50,1957.433548
-50.0,50,1962.85013
-50.0,50,1963.315279
-50.0,50,1963.83406
-50.0,50,1964.291141
-50.0,50,1964.760551
-50.0,50,1965.235151
-50.0,50,1965.833849
-50.0,50,1966.339356
-33.0,50,1967.015394
-50.0,50,1967.53925
-50.0,50,1967.954426
-50.0,50,1973.546954
-50.0,50,1978.922646
-50.0,50,1984.269166
-50.0,50,1989.734594
0.0,50,1995.039457
-50.0,50,2000.013982
-50.0,50,2005.523681
-50.0,50,2010.702315
-50.0,50,2016.072638
-50.0,50,2021.190073
-50.0,50,2026.303695
-50.0,50,2031.75879
-50.0,50,2037.31813
-50.0,50,2042.313887
-50.0,50,2047.98451
-48.0,50,2056.545536
-50.0,50,2060.971846
-50.0,50,2065.662339
-50.0,50,2069.970069
-50.0,50,2074.174904
-50.0,50,2078.497554
-44.0,50,2082.29787
-50.0,50,2086.678726
-50.0,50,2090.891353
-50.0,50,2095.465822
-39.0,50,2100.924041
-50.0,50,2105.906322
-50.0,50,2110.53593
-50.0,50,2114.491881
-50.0,50,2118.823885
-50.0,50,2123.1747
-50.0,50,2127.521767
-50.0,50,2131.909407
-48.0,50,2136.370421
-50.0,50,2140.785197
-50.0,50,2145.080231
-50.0,50,2149.634603
0.0,50,2154.490734
-50.0,50,2158.891999
-50.0,50,2163.782821
-50.0,50,2168.259915
-50.0,50,2172.681042
-50.0,50,2177.059741
-49.0,50,2181.426777
-50.0,50,2185.845799
-50.0,50,2190.306484
-50.0,50,2194.418376
-50.0,50,2198.831094
-50.0,50,2203.251582
-50.0,50,2207.916183
-50.0,50,2208.337886
-50.0,50,2208.825772
-50.0,50,2209.245508
-50.0,50,2209.619968
-50.0,50,2210.03693
-50.0,50,2210.411724
-50.0,50,2210.90467
-50.0,50,2211.309978
-50.0,50,2211.690124
-50.0,50,2212.3269
-50.0,50,2216.721956
-45.0,50,2221.055521
-50.0,50,2225.468535
-50.0,50,2230.034577
-50.0,50,2234.688
-50.0,50,2240.743239
-50.0,50,2246.713398
-50.0,50,2252.390274
-50.0,50,2258.143971
-13.0,50,2263.802198
-50.0,50,2269.479995
-28.0,50,2275.482587
-50.0,50,2281.40922
-50.0,50,2287.184372
-50.0,50,2293.133092
-50.0,50,2298.818014
-47.0,50,2304.98038
-50.0,50,2309.908005
-50.0,50,2314.561032
-50.0,50,2319.385217
-49.0,50,2324.04311
-50.0,50,2328.25588
-50.0,50,2332.843764
-50.0,50,2336.599128
-50.0,50,2341.208494
-50.0,50,2346.070151
-50.0,50,2350.38077
-50.0,50,2354.872228
-5.0,50,2359.351029
-50.0,50,2363.418103
-50.0,50,2367.629692
-50.0,50,2372.158276
-50.0,50,2376.453895
-50.0,50,2380.758996
-50.0,50,2384.929119
-50.0,50,2389.057684
-50.0,50,2393.125483
-50.0,50,2397.415492
-18.0,50,2401.287771
-50.0,50,2405.697183
-50.0,50,2409.764724
-36.0,50,2413.863862
-17.0,50,2417.631182
-50.0,50,2421.85494
-50.0,50,2425.964053
-50.0,50,2430.213187
0.0,50,2434.462871
-50.0,50,2439.070132
-50.0,50,2445.004058
-50.0,50,2450.876045
-50.0,50,2451.300986
-50.0,50,2451.847546
-50.0,50,2452.310817
-50.0,50,2452.743641
-50.0,50,2453.209891
-50.0,50,2453.626659
-50.0,50,2454.058709
-50.0,50,2454.465655
-33.0,50,2455.042903
-50.0,50,2456.67784
-50.0,50,2462.576246
-50.0,50,2468.324828
-50.0,50,2473.619318
-46.0,50,2479.519808
-46.0,50,2485.601589
-50.0,50,2491.387464
-50.0,50,2497.032463
-48.0,50,2502.45618
-49.0,50,2508.1568
-50.0,50,2513.643363
-50.0,50,2519.060384
-50.0,50,2525.038665
-25.0,50,2532.152993
-20.0,50,2539.024415
-50.0,50,2547.08211
-10.0,50,2556.015534
-50.0,50,2563.083304
-50.0,50,2569.740186
-50.0,50,2576.797551
-50.0,50,2585.26211
-50.0,50,2592.361655
-50.0,50,2599.325689
-50.0,50,2606.204169
-50.0,50,2612.226507
-50.0,50,2618.501849
-50.0,50,2624.21068
-50.0,50,2630.928494
-50.0,50,2636.341596
-50.0,50,2641.137665
-50.0,50,2645.683782
-50.0,50,2650.341989
-37.0,50,2654.522585
-50.0,50,2659.031859
-50.0,50,2663.43533
-50.0,50,2667.774125
-50.0,50,2672.055869
-50.0,50,2676.509681
-50.0,50,2680.952148
-50.0,50,2685.380484
-50.0,50,2689.667301
-50.0,50,2694.261767
-50.0,50,2698.596526
-50.0,50,2702.79251
-47.0,50,2707.106744
-50.0,50,2711.492542
-50.0,50,2715.688401
-15.0,50,2720.236891
-50.0,50,2726.617031
-50.0,50,2731.546304
-50.0,50,2735.640505
-8.0,50,2736.257509
-16.0,50,2736.640589
-50.0,50,2737.1349
-50.0,50,2737.516194
-50.0,50,2737.971351
-50.0,50,2738.370252
-16.0,50,2738.739845
-50.0,50,2739.275601
-50.0,50,2739.669539
-50.0,50,2740.18559
-50.0,50,2744.37384
-12.0,50,2748.18749
-50.0,50,2752.478037
-50.0,50,2756.834385
-50.0,50,2761.232518
-50.0,50,2765.511188
-42.0,50,2769.943033
-50.0,50,2774.19656
-50.0,50,2778.631453
-50.0,50,2782.978134
-50.0,50,2787.202561
-50.0,50,2791.5255
-50.0,50,2795.790964
-50.0,50,2800.274435
-50.0,50,2804.07654
-50.0,50,2808.252314
-34.0,50,2812.113234
-50.0,50,2816.236857
-50.0,50,2820.595655
-50.0,50,2824.895464
-50.0,50,2829.427569
-50.0,50,2833.489569
-50.0,50,2837.496365
-46.0,50,2841.675569
-50.0,50,2846.03138
-50.0,50,2850.463989
-50.0,50,2854.786641
-50.0,50,2859.626559
-50.0,50,2864.109629
-48.0,50,2867.919731
-31.0,50,2874.196323
-50.0,50,2880.582888
-48.0,50,2885.257486
-50.0,50,2890.584443
-50.0,50,2894.967478
-50.0,50,2899.515947
-50.0,50,2905.516761
-50.0,50,2909.68194
-50.0,50,2914.099333
-50.0,50,2918.277571
-50.0,50,2922.705408
-48.0,50,2927.022794
-50.0,50,2931.369029
-50.0,50,2935.687865
-50.0,50,2940.047216
-50.0,50,2944.244547
-50.0,50,2948.67049
-50.0,50,2953.15397
-50.0,50,2957.445019
-50.0,50,2961.756914
-50.0,50,2962.241694
-50.0,50,2962.741238
-50.0,50,2963.145118
-50.0,50,2963.534258
-50.0,50,2963.949429
-50.0,50,2964.498232
-50.0,50,2964.918793
-50.0,50,2965.332096
-24.0,50,2965.744396
-50.0,50,2966.640037
-50.0,50,2971.022338
-50.0,50,2975.10243
-19.0,50,2979.094002
0.0,50,2983.342469
-50.0,50,2987.462246
-50.0,50,2991.608583
-50.0,50,2995.888659
-50.0,50,3002.290675
-50.0,50,3008.068238
-50.0,50,3013.901192
-50.0,50,3019.886151
-29.0,50,3025.360909
-50.0,50,3031.191117
-50.0,50,3037.20625
-50.0,50,3043.421476
-50.0,50,3049.921963
0.0,50,3055.414974
-50.0,50,3060.988996
-50.0,50,3066.485629
0.0,50,3072.211213
-50.0,50,3077.823248
-50.0,50,3083.353048
-47.0,50,3088.821657
-50.0,50,3094.270648
-46.0,50,3099.768371
0.0,50,3105.468902
-50.0,50,3110.897792
-50.0,50,3116.349834
-50.0,50,3121.756861
-50.0,50,3127.158674
-50.0,50,3132.50895
-35.0,50,3138.220477
-25.0,50,3143.404097
-47.0,50,3148.670645
-50.0,50,3153.842815
-50.0,50,3159.854285
-50.0,50,3165.293803
-50.0,50,3170.86294
-50.0,50,3176.422147
-50.0,50,3181.874867
0.0,50,3186.978507
-50.0,50,3192.244879
-50.0,50,3197.62185
-50.0,50,3203.07573
0.0,50,3208.597113
-50.0,50,3214.118309
-50.0,50,3219.56697
-50.0,50,3224.827378
-50.0,50,3230.468313
-50.0,50,3235.990323
-50.0,50,3236.695312
-50.0,50,3237.346888
-50.0,50,3237.967968
-50.0,50,3238.642065
-50.0,50,3239.113363
-50.0,50,3239.77784
-50.0,50,3240.331912
-15.0,50,3240.717508
-50.0,50,3241.162172
0.0,50,3241.567675
-50.0,50,3247.061308
-20.0,50,3254.22805
-50.0,50,3259.973108
-50.0,50,3265.235326
-50.0,50,3270.66129
-50.0,50,3276.064837
0.0,50,3281.489582
-50.0,50,3287.366338
-50.0,50,3292.896854
-50.0,50,3298.633045
-50.0,50,3304.052565
-50.0,50,3309.368313
-18.0,50,3314.935014
-50.0,50,3320.554024
-50.0,50,3325.722312
-50.0,50,3331.421887
-50.0,50,3337.163781
-50.0,50,3342.355532
-50.0,50,3347.957762
-50.0,50,3352.939932
-50.0,50,3358.618912
-48.0,50,3364.179908
-50.0,50,3369.898001
-50.0,50,3375.568386
-50.0,50,3381.430039
-50.0,50,3387.020985
-50.0,50,3393.21856
-24.0,50,3398.807262
-48.0,50,3404.372576
-50.0,50,3410.123538
-46.0,50,3415.610255
-50.0,50,3421.022923
-50.0,50,3426.453118
-50.0,50,3431.18511
-30.0,50,3435.632631
-45.0,50,3440.10416
-47.0,50,3444.471899
-50.0,50,3448.606325
-44.0,50,3452.979515
-18.0,50,3457.409985
-50.0,50,3461.864446
-50.0,50,3466.97195
-50.0,50,3472.385629
-22.0,50,3477.784028
-50.0,50,3483.827501
-12.0,50,3488.620765
-27.0,50,3493.737005
-50.0,50,3498.221848
-50.0,50,3502.615818
-43.0,50,3507.496495
-50.0,50,3507.879104
-6.0,50,3508.334952
-50.0,50,3508.724493
-50.0,50,3509.144457
-50.0,50,3509.564934
-50.0,50,3509.917856
-50.0,50,3510.282826
-49.0,50,3510.702055
-50.0,50,3511.048512
-50.0,50,3512.071879
-28.0,50,3516.143933
-50.0,50,3520.514485
-50.0,50,3525.618852
-50.0,50,3530.109907
-50.0,50,3534.772254
-22.0,50,3539.300226
-50.0,50,3543.92321
-13.0,50,3548.338667
-50.0,50,3552.724879
-28.0,50,3557.237934
-50.0,50,3561.600896
-50.0,50,3565.523003
-50.0,50,3570.167567
-50.0,50,3574.492203
-50.0,50,3579.200527
0.0,50,3587.16518
-50.0,50,3592.613048
-30.0,50,3598.315645
-43.0,50,3603.517855
-50.0,50,3608.266458
-50.0,50,3612.761898
-50.0,50,3617.315748
-50.0,50,3621.764646
-50.0,50,3626.676443
-50.0,50,3631.138775
-50.0,50,3635.79822
-47.0,50,3639.984384
-50.0,50,3644.097056
-50.0,50,3648.801748
-50.0,50,3653.810664
-50.0,50,3659.099239
-50.0,50,3663.580105
-50.0,50,3668.117676
-50.0,50,3672.724476
-50.0,50,3677.324909
0.0,50,3681.673212
-50.0,50,3686.283874
-50.0,50,3690.73477
-50.0,50,3695.418391
-50.0,50,3700.54308
-50.0,50,3706.494318
-47.0,50,3711.052012
0.0,50,3715.542032
-50.0,50,3720.15369
-50.0,50,3724.635004
-50.0,50,3729.062143
-50.0,50,3733.536589
-13.0,50,3737.868137
-29.0,50,3742.194754
-50.0,50,3746.773046
-50.0,50,3747.196465
0.0,50,3747.631199
-50.0,50,3748.028971
-50.0,50,3748.541912
-50.0,50,3748.934151
-50.0,50,3749.339517
-50.0,50,3749.799746
-50.0,50,3750.234541
-50.0,50,3750.599425
-50.0,50,3751.332841
-50.0,50,3755.861732
-50.0,50,3760.913407
-50.0,50,3765.847076
-50.0,50,3770.213739
-50.0,50,3774.619724
-50.0,50,3779.31663
-50.0,50,3783.598804
-50.0,50,3788.114061
-50.0,50,3793.474927
-48.0,50,3798.440301
-50.0,50,3802.866865
-45.0,50,3807.830672
-50.0,50,3812.721488
-50.0,50,3817.468181
-50.0,50,3821.915137
-50.0,50,3827.37368
-27.0,50,3832.640246
-50.0,50,3837.573775
-50.0,50,3842.04106
-50.0,50,3846.671245
-50.0,50,3851.656621
-50.0,50,3856.732175
-50.0,50,3861.587948
-50.0,50,3866.212404
-50.0,50,3870.952034
-50.0,50,3875.470493
-42.0,50,3880.031747
-40.0,50,3884.458784
-50.0,50,3889.057025
-48.0,50,3893.412848
-50.0,50,3897.825662
-50.0,50,3902.23397
-50.0,50,3906.640241
-50.0,50,3910.705991
-48.0,50,3915.085825
-50.0,50,3919.193789
-50.0,50,3923.431417
-50.0,50,3928.07748
-50.0,50,3932.276153
-50.0,50,3936.487304
-50.0,50,3940.891708
-50.0,50,3945.285539
-50.0,50,3949.817995
-50.0,50,3954.429208
-50.0,50,3959.252205
-50.0,50,3963.711427
0.0,50,3968.027374
-50.0,50,3972.359986
-48.0,50,3976.785106
-50.0,50,3980.985583
-50.0,50,3981.411547
-50.0,50,3981.796986
-13.0,50,3982.266137
-50.0,50,3982.687518
-21.0,50,3983.080934
-8.0,50,3983.569096
-50.0,50,3983.945652
-50.0,50,3984.470808
-47.0,50,3984.838145
-50.0,50,3985.55302
-10.0,50,3990.174502
-50.0,50,3994.496328
-50.0,50,3998.931403
-20.0,50,4003.33936
-43.0,50,4007.848368
-50.0,50,4012.389169
-50.0,50,4016.670336
-50.0,50,4021.121079
-50.0,50,4025.727835
-50.0,50,4029.988644
-50.0,50,4034.525765
-10.0,50,4038.642493
-50.0,50,4043.120355
-46.0,50,4048.128464
-47.0,50,4052.275864
-30.0,50,4056.366215
-50.0,50,4060.869796
-27.0,50,4065.573567
-50.0,50,4069.926184
-27.0,50,4074.028866
-50.0,50,4078.002924
-50.0,50,4082.575173
-15.0,50,4086.940771
-48.0,50,4091.18217
-50.0,50,4095.482207
-50.0,50,4099.89465
-50.0,50,4103.796322
-50.0,50,4107.908154
-50.0,50,4112.297811
-28.0,50,4116.561787
-50.0,50,4121.22717
-50.0,50,4125.523299
-50.0,50,4130.610018
-48.0,50,4134.86481
-14.0,50,4139.200137
-48.0,50,4144.538593
-18.0,50,4148.828405
-50.0,50,4153.576771
-50.0,50,4157.962473
-50.0,50,4162.204449
-19.0,50,4166.845827
-50.0,50,4171.348394
-50.0,50,4175.928411
-14.0,50,4180.291092
-46.0,50,4184.752208
-34.0,50,4189.290839
-50.0,50,4193.658674
-50.0,50,4198.289745
-50.0,50,4202.768209
-34.0,50,4207.239187
-50.0,50,4207.632354
-50.0,50,4208.076587
-50.0,50,4208.593609
-11.0,50,4208.932096
-50.0,50,4209.277305
-50.0,50,4209.775389
-50.0,50,4210.175846
-50.0,50,4210.64529
-50.0,50,4210.98378
-50.0,50,4211.692209
-50.0,50,4216.13651
-12.0,50,4220.361421
-50.0,50,4224.700076
-50.0,50,4228.859908
-50.0,50,4233.371584
-50.0,50,4237.777842
-50.0,50,4242.186461
-50.0,50,4246.36659
-50.0,50,4250.760984
-50.0,50,4254.596533
-24.0,50,4258.893808
-50.0,50,4262.954072
-44.0,50,4267.212748
-50.0,50,4271.077669
-50.0,50,4275.057528
-32.0,50,4279.267398
-50.0,50,4283.43356
-34.0,50,4287.755998
-50.0,50,4291.853814
-50.0,50,4296.223399
-28.0,50,4300.113011
-50.0,50,4304.346105
-48.0,50,4308.700678
-50.0,50,4313.115676
-50.0,50,4317.433139
-50.0,50,4321.285096
-50.0,50,4325.4969
0.0,50,4329.412167
-50.0,50,4333.675981
-50.0,50,4337.802312
-50.0,50,4342.132967
-24.0,50,4346.077857
-50.0,50,4350.279717
-50.0,50,4354.398485
-50.0,50,4358.558291
-50.0,50,4362.753494
-39.0,50,4367.104568
-50.0,50,4371.187985
-50.0,50,4375.473758
-40.0,50,4380.583112
-50.0,50,4384.778765
-28.0,50,4389.156598
-50.0,50,4393.222059
-50.0,50,4397.483915
-50.0,50,4401.437065
-50.0,50,4405.62381
-50.0,50,4409.915154
-50.0,50,4415.074465
-50.0,50,4419.919272
0.0,50,4424.148057
-50.0,50,4424.527697
-50.0,50,4424.97898
-50.0,50,4425.447343
-50.0,50,4425.895246
-49.0,50,4426.353215
-16.0,50,4426.769182
-50.0,50,4427.127712
-46.0,50,4427.559666
-47.0,50,4427.92199
-47.0,50,4428.675807
-50.0,50,4434.241306
-44.0,50,4440.532057
-50.0,50,4444.839056
-50.0,50,4449.301842
-50.0,50,4453.606152
-16.0,50,4457.887413
-48.0,50,4462.212927
-50.0,50,4466.67987
-50.0,50,4471.000907
-47.0,50,4475.215826
-36.0,50,4479.859282
-50.0,50,4483.906887
