# {"t_start": 1618171216.6824546, "env_id": "PandaPickAndPlace-v0"} 
r,l,t
-50.0,50,2177.821147
-50.0,50,2182.138223
-50.0,50,2186.623626
-39.0,50,2191.069762
0.0,50,2195.187846
-50.0,50,2199.564081
-50.0,50,2204.019151
-50.0,50,2208.512844
-50.0,50,2208.897665
-50.0,50,2209.292758
-50.0,50,2209.719095
-50.0,50,2210.144192
-50.0,50,2210.601679
-50.0,50,2211.02365
-50.0,50,2211.447353
-50.0,50,2211.955866
-50.0,50,2212.370614
-50.0,50,2213.018485
-50.0,50,2217.380842
-50.0,50,2221.837825
-50.0,50,2226.244238
-50.0,50,2230.677903
-50.0,50,2235.36129
-50.0,50,2241.533327
-50.0,50,2247.449177
-50.0,50,2253.066487
-50.0,50,2258.948558
-50.0,50,2264.547665
-50.0,50,2270.213498
-50.0,50,2276.170465
-50.0,50,2282.158148
-50.0,50,2287.826639
-50.0,50,2293.861174
-50.0,50,2299.557942
-50.0,50,2305.729431
-50.0,50,2310.618869
-50.0,50,2315.358959
-50.0,50,2320.13852
-50.0,50,2324.784074
-50.0,50,2329.008368
-50.0,50,2333.497167
-17.0,50,2337.416739
-50.0,50,2341.886492
-50.0,50,2346.770938
-50.0,50,2351.140841
-50.0,50,2355.612091
0.0,50,2360.025686
-50.0,50,2364.245251
-50.0,50,2368.401218
-50.0,50,2372.840826
-50.0,50,2377.190014
-50.0,50,2381.558779
-50.0,50,2385.739597
-50.0,50,2389.812345
-50.0,50,2393.838334
-50.0,50,2398.0873
-50.0,50,2402.070025
-50.0,50,2406.452743
-50.0,50,2410.552858
-50.0,50,2414.641389
-50.0,50,2418.385617
-50.0,50,2422.591881
-50.0,50,2426.779739
-50.0,50,2430.922699
-50.0,50,2435.185534
-50.0,50,2439.854442
-50.0,50,2445.699592
-12.0,50,2451.574927
-50.0,50,2452.010138
-50.0,50,2452.561685
-50.0,50,2453.170904
-50.0,50,2453.62041
-50.0,50,2454.04494
-50.0,50,2454.51159
-50.0,50,2454.920295
-50.0,50,2455.346869
-50.0,50,2455.96043
-50.0,50,2457.502908
-50.0,50,2463.340251
-50.0,50,2468.943271
-50.0,50,2474.325487
-50.0,50,2480.355219
-50.0,50,2486.398761
-50.0,50,2492.141498
-50.0,50,2497.66047
-50.0,50,2503.141925
-50.0,50,2508.890393
-50.0,50,2514.444253
-50.0,50,2519.789905
-50.0,50,2525.766274
-50.0,50,2532.826756
-50.0,50,2539.749615
-50.0,50,2547.931191
-11.0,50,2556.804069
-50.0,50,2563.670658
-50.0,50,2570.463344
-50.0,50,2577.341799
-11.0,50,2585.997497
-50.0,50,2593.089854
-50.0,50,2600.048563
-50.0,50,2606.888378
-50.0,50,2612.987252
-50.0,50,2619.180524
-50.0,50,2625.020945
-50.0,50,2631.698488
-50.0,50,2637.105516
-50.0,50,2641.820233
-50.0,50,2646.446645
-50.0,50,2651.020133
-50.0,50,2655.265549
-50.0,50,2659.811631
-50.0,50,2664.113776
-50.0,50,2668.43111
-50.0,50,2672.775693
-50.0,50,2677.318002
-50.0,50,2681.654369
-50.0,50,2686.062228
-50.0,50,2690.427252
-50.0,50,2694.968438
-50.0,50,2699.303637
-43.0,50,2703.566368
-50.0,50,2707.885371
-50.0,50,2712.208612
-50.0,50,2716.434931
-50.0,50,2721.021648
-50.0,50,2727.371715
-50.0,50,2732.386713
-50.0,50,2736.377964
-50.0,50,2737.042536
-50.0,50,2737.447297
0.0,50,2737.834016
-50.0,50,2738.293701
-50.0,50,2738.77586
-50.0,50,2739.173124
-50.0,50,2739.568094
-50.0,50,2739.970006
-16.0,50,2740.35919
-50.0,50,2740.879504
-50.0,50,2745.085809
-50.0,50,2748.884621
-50.0,50,2753.261823
-50.0,50,2757.613913
-50.0,50,2761.970148
-50.0,50,2766.204628
-22.0,50,2770.683007
-50.0,50,2774.944824
-50.0,50,2779.349092
-50.0,50,2783.770886
-50.0,50,2787.993419
-50.0,50,2792.282536
-47.0,50,2796.61386
-50.0,50,2800.96686
-32.0,50,2804.839893
-50.0,50,2808.970341
-50.0,50,2812.788686
-31.0,50,2816.940886
-50.0,50,2821.325032
-50.0,50,2825.594308
-50.0,50,2830.131553
-11.0,50,2834.258396
-48.0,50,2838.296162
-50.0,50,2842.381469
-50.0,50,2846.797776
-50.0,50,2851.26868
-50.0,50,2855.509009
-50.0,50,2860.351666
-50.0,50,2864.865362
-50.0,50,2868.644296
-50.0,50,2874.442317
-50.0,50,2881.358326
-50.0,50,2885.973344
-50.0,50,2891.370959
-50.0,50,2895.832479
-50.0,50,2900.236
-50.0,50,2906.295266
-50.0,50,2910.371559
-50.0,50,2914.701263
-50.0,50,2919.072327
-50.0,50,2923.418032
-50.0,50,2927.803601
0.0,50,2932.088256
-48.0,50,2936.448991
-27.0,50,2940.828623
-50.0,50,2944.970329
0.0,50,2949.359841
-50.0,50,2953.911536
-50.0,50,2958.153124
-50.0,50,2962.529227
-50.0,50,2962.97372
-50.0,50,2963.317158
-50.0,50,2963.692934
-50.0,50,2964.065897
-50.0,50,2964.429662
-50.0,50,2964.840363
-50.0,50,2965.229829
-31.0,50,2965.619144
-50.0,50,2966.047703
-50.0,50,2967.42729
-50.0,50,2971.796534
-50.0,50,2975.777103
-50.0,50,2979.809171
-50.0,50,2984.093822
-50.0,50,2988.20464
-29.0,50,2992.343127
-50.0,50,2996.557841
-50.0,50,3002.934161
-47.0,50,3008.649092
-50.0,50,3014.648198
-50.0,50,3020.571107
-50.0,50,3026.120671
-50.0,50,3031.868661
-50.0,50,3037.936127
-50.0,50,3044.096447
-50.0,50,3050.684564
-50.0,50,3056.12661
-50.0,50,3061.742633
-50.0,50,3067.205777
-50.0,50,3072.96174
-50.0,50,3078.563141
-50.0,50,3084.183376
-50.0,50,3089.615835
-50.0,50,3095.03013
-45.0,50,3100.576523
-50.0,50,3106.318103
-50.0,50,3111.688695
-50.0,50,3117.091653
-50.0,50,3122.492764
-50.0,50,3127.76562
-50.0,50,3133.353447
-50.0,50,3138.952281
-50.0,50,3144.135603
-50.0,50,3149.376492
-50.0,50,3154.586868
0.0,50,3160.536175
-50.0,50,3166.051458
-13.0,50,3171.597571
-7.0,50,3177.196717
-50.0,50,3182.506619
-50.0,50,3187.768414
-39.0,50,3192.989027
-50.0,50,3198.347403
-50.0,50,3203.83591
-50.0,50,3209.342451
-9.0,50,3214.79045
-50.0,50,3220.287112
-50.0,50,3225.562478
-50.0,50,3231.270848
-27.0,50,3236.762
-50.0,50,3237.217334
-50.0,50,3237.664228
-50.0,50,3238.129042
-50.0,50,3238.751981
-50.0,50,3239.257987
-50.0,50,3239.6759
-50.0,50,3240.077381
-50.0,50,3240.551754
-50.0,50,3240.989701
-27.0,50,3242.340348
-50.0,50,3247.751436
-50.0,50,3254.890238
-50.0,50,3260.664883
-50.0,50,3266.040482
-50.0,50,3271.413037
-50.0,50,3276.754428
-50.0,50,3282.236251
-50.0,50,3288.136865
-50.0,50,3293.689547
-50.0,50,3299.330122
-50.0,50,3304.814288
-10.0,50,3310.042871
-15.0,50,3315.712452
-48.0,50,3321.304625
-50.0,50,3326.485953
-50.0,50,3332.086081
-50.0,50,3337.930328
-50.0,50,3343.095398
-50.0,50,3348.68463
-50.0,50,3353.756584
-50.0,50,3359.356497
-50.0,50,3364.892689
-50.0,50,3370.627234
-48.0,50,3376.347522
-48.0,50,3382.154829
-16.0,50,3387.711758
-50.0,50,3393.956618
-50.0,50,3399.566212
-50.0,50,3405.100797
-50.0,50,3410.770706
-50.0,50,3416.325656
-50.0,50,3421.83783
-50.0,50,3427.161573
-50.0,50,3431.97261
-50.0,50,3436.383496
-50.0,50,3440.880265
-50.0,50,3445.160255
-50.0,50,3449.318125
-50.0,50,3453.665458
-50.0,50,3458.069211
-50.0,50,3462.556086
-14.0,50,3467.708895
-12.0,50,3473.15843
-50.0,50,3478.539355
-50.0,50,3484.544066
-50.0,50,3489.333141
-50.0,50,3494.458643
-50.0,50,3498.943627
-50.0,50,3503.356538
-50.0,50,3508.356552
-50.0,50,3508.770758
-50.0,50,3509.252932
-50.0,50,3509.683501
-28.0,50,3510.066507
-50.0,50,3510.422022
-50.0,50,3510.812537
-37.0,50,3511.228186
-50.0,50,3511.593327
-30.0,50,3511.988476
-50.0,50,3512.826013
-50.0,50,3516.878135
-50.0,50,3521.244441
-50.0,50,3526.397839
-50.0,50,3530.856471
-50.0,50,3535.548217
-50.0,50,3540.102495
-50.0,50,3544.651048
-50.0,50,3549.058901
-50.0,50,3553.459839
-50.0,50,3557.943121
-50.0,50,3562.315691
-50.0,50,3566.309785
-50.0,50,3570.861614
-50.0,50,3575.256212
-45.0,50,3579.93149
-50.0,50,3587.898852
-50.0,50,3593.335718
-50.0,50,3599.122466
-50.0,50,3604.29048
-12.0,50,3608.954305
0.0,50,3613.491009
0.0,50,3617.999416
-46.0,50,3622.463007
-24.0,50,3627.419666
-50.0,50,3631.829661
-50.0,50,3636.572463
-50.0,50,3640.803085
-50.0,50,3644.844191
-50.0,50,3649.493784
-50.0,50,3654.472276
-50.0,50,3659.810643
-17.0,50,3664.299794
-50.0,50,3668.816859
-50.0,50,3673.428698
-42.0,50,3678.08514
-50.0,50,3682.411297
-50.0,50,3687.072677
-50.0,50,3691.521998
-50.0,50,3696.036509
-50.0,50,3701.391179
-50.0,50,3707.238322
-49.0,50,3711.802063
-50.0,50,3716.328862
-50.0,50,3720.90266
-21.0,50,3725.395212
-50.0,50,3729.761478
-50.0,50,3734.291605
-46.0,50,3738.661539
-17.0,50,3742.942903
-50.0,50,3747.458873
-50.0,50,3747.92066
-16.0,50,3748.32849
-50.0,50,3748.805032
-29.0,50,3749.235503
-50.0,50,3749.870587
-50.0,50,3750.254121
-50.0,50,3750.682768
-50.0,50,3751.229678
-13.0,50,3751.560338
-11.0,50,3751.993535
-50.0,50,3756.565436
-21.0,50,3761.689137
-33.0,50,3766.552306
0.0,50,3770.962857
-50.0,50,3775.299788
-50.0,50,3780.078954
-50.0,50,3784.333335
-50.0,50,3788.908039
-50.0,50,3794.322212
-49.0,50,3799.178115
-37.0,50,3803.610451
-11.0,50,3808.545686
-50.0,50,3813.466689
-50.0,50,3818.195832
-50.0,50,3822.595195
-50.0,50,3828.0575
-50.0,50,3833.281536
-48.0,50,3838.278989
-50.0,50,3842.715626
-50.0,50,3847.43409
-50.0,50,3852.404396
-18.0,50,3857.431995
-50.0,50,3862.297287
-10.0,50,3867.036553
-48.0,50,3871.695687
-50.0,50,3876.205341
-50.0,50,3880.704794
-50.0,50,3885.189498
-50.0,50,3889.771402
-25.0,50,3894.137942
-50.0,50,3898.590786
-50.0,50,3902.975229
-21.0,50,3907.382244
-50.0,50,3911.469321
-15.0,50,3915.811237
-50.0,50,3920.012982
-21.0,50,3924.206281
-15.0,50,3928.714449
-50.0,50,3933.061202
-50.0,50,3937.225284
-39.0,50,3941.674188
-50.0,50,3946.001896
-50.0,50,3950.552484
-50.0,50,3955.183652
-50.0,50,3959.947239
-50.0,50,3964.367515
-50.0,50,3968.703915
0.0,50,3973.096057
-49.0,50,3977.526805
-50.0,50,3981.713724
-25.0,50,3982.174194
-47.0,50,3982.614213
-50.0,50,3983.117235
-50.0,50,3983.499448
-50.0,50,3984.014355
-47.0,50,3984.459288
-50.0,50,3984.912277
-11.0,50,3985.466535
-28.0,50,3985.954367
-50.0,50,3986.380392
-50.0,50,3990.889842
-50.0,50,3995.256535
-50.0,50,3999.618679
-38.0,50,4003.999431
-50.0,50,4008.622714
-50.0,50,4013.180933
-50.0,50,4017.492214
-50.0,50,4021.826352
-50.0,50,4026.490223
-50.0,50,4030.75726
-50.0,50,4035.125521
-50.0,50,4039.364383
-48.0,50,4043.85356
-32.0,50,4048.842989
0.0,50,4052.946186
-29.0,50,4057.167612
-18.0,50,4061.550729
-50.0,50,4066.291533
-50.0,50,4070.690459
0.0,50,4074.737973
-50.0,50,4078.766652
-50.0,50,4083.368742
-13.0,50,4087.651904
-50.0,50,4091.948922
-50.0,50,4096.192477
-40.0,50,4100.658969
-50.0,50,4104.487451
-50.0,50,4108.567324
-12.0,50,4113.038218
-50.0,50,4117.287586
-50.0,50,4121.933387
-50.0,50,4126.249683
-50.0,50,4131.341201
-50.0,50,4135.654267
-38.0,50,4139.928379
-50.0,50,4145.314751
-16.0,50,4149.614305
-50.0,50,4154.280336
-50.0,50,4158.768186
-50.0,50,4162.97719
-50.0,50,4167.54442
-50.0,50,4172.094434
-24.0,50,4176.75269
-50.0,50,4181.060909
-50.0,50,4185.492546
-50.0,50,4189.964506
-50.0,50,4194.350671
-23.0,50,4199.003642
-46.0,50,4203.484422
-50.0,50,4207.959465
-50.0,50,4208.354207
-50.0,50,4208.909266
-14.0,50,4209.278756
-49.0,50,4209.704675
-50.0,50,4210.248392
-7.0,50,4210.815672
-11.0,50,4211.473274
0.0,50,4211.822608
-50.0,50,4212.104074
-50.0,50,4212.463385
-50.0,50,4216.825228
-50.0,50,4221.065369
-45.0,50,4225.482968
-50.0,50,4229.566561
-50.0,50,4234.127488
-50.0,50,4238.517459
-50.0,50,4243.00987
-50.0,50,4247.068774
-17.0,50,4251.482693
-50.0,50,4255.411564
-50.0,50,4259.585003
-14.0,50,4263.630497
-50.0,50,4267.982535
-50.0,50,4271.826091
-50.0,50,4275.776754
-50.0,50,4279.973746
-50.0,50,4284.116268
-50.0,50,4288.452748
-50.0,50,4292.640143
-50.0,50,4296.971048
-50.0,50,4300.737206
-50.0,50,4305.065159
-50.0,50,4309.396543
-50.0,50,4313.758439
-44.0,50,4318.165608
-50.0,50,4322.03826
0.0,50,4326.229327
0.0,50,4330.15246
-50.0,50,4334.433939
-50.0,50,4338.529966
-50.0,50,4342.797632
-50.0,50,4346.805144
-50.0,50,4351.092094
-50.0,50,4355.109556
-50.0,50,4359.266747
-48.0,50,4363.422567
-50.0,50,4367.817612
-49.0,50,4371.927661
-50.0,50,4376.276656
-9.0,50,4381.335313
-16.0,50,4385.51842
-11.0,50,4389.832273
-19.0,50,4394.034394
-50.0,50,4398.225125
-50.0,50,4402.167892
-50.0,50,4406.357105
-50.0,50,4410.637265
-47.0,50,4415.672193
-50.0,50,4420.662004
-50.0,50,4424.897367
-50.0,50,4425.323845
-50.0,50,4425.704174
-50.0,50,4426.103118
-20.0,50,4426.639812
-7.0,50,4426.986203
-50.0,50,4427.374805
-50.0,50,4427.736224
-50.0,50,4428.291597
-50.0,50,4428.662474
-50.0,50,4429.420612
-50.0,50,4434.982815
-48.0,50,4441.200851
-50.0,50,4445.578351
-50.0,50,4449.988172
-21.0,50,4454.313999
-25.0,50,4458.711596
-50.0,50,4462.961188
-41.0,50,4467.390247
-50.0,50,4471.730817
-50.0,50,4475.959225
-38.0,50,4480.550863
-50.0,50,4484.689792
